# x y z qx qy qz qw
0 0 0 0.0097681482961382311 0.024354524944503277 -0.38671444250863157 0.921826111774249
0.55671060776659276 0.5506659726750831 0.0088191644777983573 0.010172188957944597 0.020377226369147156 -0.3857662523463648 0.92231539820602848
1.1203399349232097 1.1144274836750545 0.0032731881995012322 0.01223803332135984 0.018295342953579551 -0.38474989142554317 0.92275838225110096
1.6914806039141159 1.6854116880034906 -0.0034491881763309834 0.013906356206246894 0.016470669825421974 -0.38373028970376261 0.92319358482196634
2.2731808216050835 2.2649042481482966 0.0037799157843729815 0.014681088208542891 0.017600785905354143 -0.38359578761789487 0.9232166320568177
2.8590846128013179 2.8533799451957709 0.019878444500154281 0.013170745406423818 0.017432369668099947 -0.38383289031624085 0.92314406040697328
3.4508105763157082 3.4452777706977922 0.039020791908192333 0.011822317926643264 0.015197904303380709 -0.38379153510564923 0.92321899573442257
4.0459824544583389 4.0438930160605953 0.057065670152188851 0.01195412020173893 0.011274528312129562 -0.38371060523781519 0.92330718368783982
4.6483158577172903 4.6476025353351611 0.06089624188675561 0.013831249080376615 0.0092765016358836248 -0.38354974918566459 0.92337004118927823
5.257531180952439 5.2589292098165021 0.071568308579293527 0.015626757161879019 0.0086032138465484513 -0.38318343592844634 0.92349999653610382
5.8687505856308979 5.8727132782959481 0.093271995295326662 0.014037729548711754 0.0074062508475234217 -0.38275136336262344 0.92371504450320219
6.4806538381047822 6.4904674607259434 0.11368709405147233 0.010293217527269236 0.0082038623274634844 -0.38209745217646457 0.92402829142624299
7.0947663591282124 7.1131173531485175 0.1444530992196788 0.0054372453509175496 0.0096525166460222113 -0.38115718961978157 0.92444386637942566
7.7158184270780907 7.7452604922068291 0.15669427392569452 0.00084748343720372939 0.01129096383369705 -0.38013609722251435 0.92486125634927774
8.3397315058874497 8.3845878128099152 0.16507488056929714 -0.0016757007877044043 0.010838313462338009 -0.37941396386706955 0.92516202203227071
8.9709364692613995 9.0338927125224853 0.15504482451525461 -0.00042478725668234631 0.01081342478344206 -0.37891691784680509 0.92536741825596835
9.6074416608331745 9.6866404162672151 0.14646799664217522 0.00040125962896693854 0.0083158889577405609 -0.37798345052077703 0.9257749165504322
10.249235043252476 10.346112460641191 0.13859786620984688 -0.0004477255608533933 0.0075856846584872626 -0.37723576639730511 0.92608608319136376
10.892194288681882 11.009420349350219 0.14292523130732576 -0.0062064696282173887 0.0061391670032827084 -0.37609144037575803 0.92654142856072397
11.540548329845539 11.682863914072488 0.14340354980063233 -0.009251803912617344 0.0061149437440464454 -0.37545353493449707 0.92677486731814174
12.191809640261143 12.36712937864538 0.13230826848310029 -0.010462195251685642 0.0062623040326365981 -0.37457020337284824 0.92711837904549199
12.853569873448224 13.055936392918504 0.10839756219530994 -0.011033293250413193 0.0029869668317232174 -0.374089789679875 0.92732204423623099
13.516429535623528 13.753756170108257 0.083578815466286122 -0.011732023815420512 0.00071838662266312722 -0.37409426155981379 0.92731619580694902
14.18493197966923 14.458554121589525 0.06288887552797931 -0.011652227748548521 0.00028155114634420564 -0.3736482749705024 0.92749723068536172
14.86413662542423 15.168965546945309 0.049755976475886303 -0.0096372343131842699 0.0023996410070821284 -0.37291122651797587 0.92781387280784289
15.545410132274961 15.885363856057138 0.019615101247856186 -0.0073292723799448347 0.0037028270119356739 -0.37215171207873865 0.92813559032900095
16.230278645895638 16.614037652417288 0.010515254567574177 -0.0052567933616128838 0.0063254601852061046 -0.3722697280880406 0.92808814464265954
16.921351076076196 17.337400488185803 -0.0050983099063083709 -0.0052434106651449257 0.0080179431716897991 -0.37150856766979218 0.92838009639362218
17.616859123483387 18.070001522030214 -0.0067944228847601207 -0.0063662729066433577 0.007667372829101027 -0.37077807527729406 0.92866802510738056
18.314289217857123 18.814216408239133 -0.025657690996366986 -0.0068403423388965845 0.0059053180121089698 -0.37049122631573811 0.92879200478843604
19.011826619120992 19.559417153224885 -0.045458777580037503 -0.0082233584473242437 0.0046924965777944147 -0.37001914340580211 0.92897588255290542
19.716108537447166 20.312013961923466 -0.058838989691752532 -0.010199693979350086 0.0040285400097916993 -0.36968944009802862 0.92909066026310017
20.421443275497211 21.068043810981887 -0.072949081733460097 -0.013152899787483864 0.0048815998462443848 -0.36930954931833759 0.9292005316358829
21.132759780824443 21.830454607741363 -0.092624966014524107 -0.012141597747881339 0.0091551465374501671 -0.36953422498375499 0.9290926872286005
21.853809424673642 22.600396218949061 -0.11987793111847438 -0.0084423898400751759 0.010960787377910895 -0.36919452977524264 0.92924915193820889
22.580722081929203 23.374931569164513 -0.1523164656839362 -0.0023384122541413293 0.014522483197797186 -0.36909042113200541 0.92927707942168536
23.308757013787837 24.152697338162728 -0.17977532799206364 0.002611948137113487 0.020937258720872851 -0.36873773406171051 0.92929397523239043
24.046362614070436 24.935270413215569 -0.1861545780057029 0.0031058402119925675 0.026181465873077049 -0.36881036533803002 0.92913066843181014
24.783990653537717 25.721219083969718 -0.19112461016093604 0.0010023087236378477 0.028969907741517212 -0.36878941582722863 0.92906087346119626
25.525341386432192 26.513258914581403 -0.2051256243050692 0.00076971793457169201 0.030830972767950691 -0.368779140699942 0.92900527664652932
26.272852052619747 27.311525416750975 -0.22508610345402458 0.0037440727490462159 0.031708720510519157 -0.36882087040024253 0.92895193875681348
27.024725859175934 28.111762447802487 -0.24962462173215408 0.0082331407918798342 0.032045712942356357 -0.36905479816213155 0.9288185202870497
27.779078257043206 28.916647697334795 -0.26273701816811823 0.010527728113200154 0.032766385001296638 -0.36878624359717205 0.92887686885195231
28.537655324727275 29.721734515310967 -0.26329172335103668 0.011094245682383826 0.034195132025297066 -0.36851022458781563 0.92892832071842213
29.298626828066322 30.533075118802845 -0.26281519006998816 0.010673010065481983 0.035050933931662219 -0.36807885523678391 0.92907237350716543
30.061924100033004 31.347172506773436 -0.2603660044791084 0.010860369167201612 0.034531982454554133 -0.36737668953591279 0.92936750672430046
30.830662604887909 32.167228184297237 -0.26195854899210447 0.011544700622165453 0.032875281122542184 -0.36660455136187325 0.92972417345114622
31.597158248271825 32.994285219970884 -0.26458336526376103 0.011626892263356649 0.030942148046692385 -0.36550305908369829 0.93022304457103744
32.363509039936439 33.825364963787756 -0.26356043997754641 0.010093469354603046 0.029265172642208695 -0.36425646891681213 0.93078402242349612
33.132509445737874 34.662913716886194 -0.2601383935863707 0.0081134857890806291 0.02819477403791823 -0.36311141053445029 0.93128369984928971
33.904453457363239 35.508952483388626 -0.25690918408514535 0.0067082364246562366 0.026540346988043636 -0.36202012391227423 0.9317682326782587
34.676464004589782 36.358020235424441 -0.2615186933389948 0.0059965378415894506 0.024019559541206461 -0.360729555184997 0.93234183125578673
35.450714705441897 37.21531534391557 -0.26617214601684214 0.0072760174119101944 0.021323771369490725 -0.35942045037945897 0.93290369073888246
36.225856380852505 38.077255936107392 -0.27116652129371888 0.007631130532785726 0.018007901351057801 -0.3580528204802948 0.93349646977469991
36.99882087719039 38.946425108308453 -0.27115824260825522 0.0066752511421829799 0.015292903464982254 -0.35657443107640413 0.93411789578635984
